Product:,"Ricoh 910725 Theta V camera, Metallic Gray" 
URL:,https://www.amazon.ca/Ricoh-Theta-camera-Metallic-Gray/dp/B074W5BKYS/ref=sr_1_1_sspa?dchild=1&keywords=electronics&qid=1606075994&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzS0gzVkdONUtPNldWJmVuY3J5cHRlZElkPUEwMTUwNDQ1MTZNWjZMNzc3MjIyTCZlbmNyeXB0ZWRBZElkPUEwOTAzODIwMlk1WDNGVDhGSFhESCZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU= 
Price:,439.00 
Overall Rating:,4.4 out of 5 stars 
Reviews: 
Title,Rating,Review,Date,Author 
Depreciated item.,1.0,"Unfortunately, the core product arrives DOA. The supporting software no longer exists. The pamphlets inside warn you not to use half of the settings on the controller. It's a shame as this is clearly a well designed product.... It just no longer functions the way it was designed to. Incompatible with major mobile titles such as Fortnite for Android also. Quite frankly, I'm shocked it's "" Amazon's choice"" when it's not functional.","November 21, 2019",Alan
Excellent controller (Just make sure to use 'B' mode!),5.0,"This controller is fantastic! I always loved the Xbox 360/One controller design (which this clearly emulates) so it feels very natural to use. I use it in conjunction with my Samsung Galaxy S7 to play emulators, as well as playing games like Minecraft in virtual reality with my Gear VR. The aforementioned ease of use is especially important in VR when you can't easily look down at the controller (without removing the headset)! The controller itself has all the buttons you'd expect, even including L3 and R3 (ie: the analog sticks click in to act as a button). The buttons and d-pad feel rather 'clicky', which is a double edged sword; it's nice to have the tactile response, but in practice it can be a little loud when the action gets heated. The analog sticks are excellent, and the triggers, while just a shade less satisfying than the Xbox versions, are responsive and have a nice amount of 'travel'. The battery is huge, and still shows full charge after I've used the controller for quite a few hours. (Full disclosure: I'm still on my first charge, and, while it's a welcome option to have, I haven't yet attempted to charge my phone via the controller battery.) Word to the wise: Never put the controller in 'A' configuration (even though the instructions will tell you otherwise). To the unaware, the controller lets you turn it on in either 'A' or 'B' mode. The former is supposed to be used in conjunction with an app, which has limited support (and, from what I've heard, is no longer being updated). The latter is just a standard Bluetooth controller mode, which has been 100% compatible with everything I've tried. I've seen a lot of people complain about the controller, when all their issues would be resolved if they just used the 'B' configuration. Ultimately, although I initially thought this controller was a bit on the expensive side, I now see it to be worth every penny. Definitely pick it up if you're looking for console-quality Bluetooth controller.","May 26, 2016",Louis
Great controller,5.0,"For a mobile controller, it is really great.  Works great with my Galaxy S7 and my emulators without needing to use their app. Works also great on my linux laptop with Steam games (tho it needed some configuration on Steam).  Didn't try it on my desktop as I have a wired controller. Great battery life, as a life saver feature where it turns itself off when not used for a time and it can be used as a power bank.","April 2, 2019",Jolan Sergerie-Jeannotte
Perfect for the Gear VR,5.0,"Works great for my Samsung Galaxy S6 phone. I use it for my ""Gear VR"" and haven't had a problem with any games yet!! Just make sure you put it to ""Mode B"" The battery life is amazing on it too, I can even charge my phone from it when getting low while playing VR games!!! Definitely get this controller for the Samsung Gear VR!!!","July 19, 2016",Geoffrey J.
cool,5.0,this game controller is awesome battery life is amazing I like how they have some ports on the back so you could charge your phone and your controller great finger exercise honestly because likes the right trigger and left are kinda stif and it is kinda tiring to hold it so it's like a finger workout but you would get use to it. you don't need the app if you want to use the app you could go to aptido and get the app there and battery life is so good like you don't need a charges the controller for like 3 or 4 days sorry not good at english,"November 2, 2020",Takabay
"Good quality, but laggy",3.0,"It's a good product, but I really regret buying this. The controller feels comfortable and it connected easily to my phone, but the moment I started playing a game I could feel massive amounts of input lag. I could play the game but the lag was just unbearable. I know input lag is common with these wireless controllers, but this was my first time using one and I just couldn't stand it.","September 8, 2020",James
Impressed,5.0,"I have only owned it for a few days, but so far so good! It's a solid build and does what you want it to do. When turn on, use ""B"" as ""A"" does not work. I didn't even install the app as suggested, just turned on the Bluetooth on my Samsung s9 and the connection was instant. Works great for Dungeon Hunter 5 :)","February 20, 2019",Ryan Crouse
Unfortunately it doesn't have USB-OTG support and the Bluetooth suffers from pretty bad delays even when it's right next to the ...,3.0,"The controller feels solid, and if I could I would actually use this on other consoles. Unfortunately it doesn't have USB-OTG support and the Bluetooth suffers from pretty bad delays even when it's right next to the device I'm using. The software appears to have been abandoned but if you REALLY need a full sized wireless Android gaming controller, this will do the job. Just keep in mind, it does have delay.","July 3, 2017",Kyle
Outdated Software that isn't compatible and won't be updated,2.0,"You can use this controller as a standard HID device, but the only reason why I would buy this over another controller is to use it with ""MOGA"" compatible games, to which you can't even get the app anymore and you have to download it off of a 3rd party website to even use it as an HID device. I don't know why this is still even being sold when MOGA isn't even a thing anymore.","October 13, 2018",Aaron
"Driver support non-existent, HID mode only half functional (triggers do not work). Cheaper controllers like BEBONCOOL better.",2.0,"When the cheaper BEBONCOOL controllers fully support all applications and do it for less money you know this controller is a bad deal. I've only given it two stars because the controller is legitimately very nice, which is why it's such a shame that the drivers are awful and nearly useless. It didn't matter what 3rd party apps I tried to use to get my S7 Edge to recognize the triggers, nothing worked. Get a BEBONCOOL instead, it may not be as nice (though still pretty decent build quality), but at least you know it'll work in all circumstances.","November 23, 2016",PersonBuyingStuff
